name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url,metadata_profile
Maddox Pro GTX Lo,Lowa,"ab 143,96 €",143.96,179.95,20.0,4.3,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1352-0511_pic1_1.jpg,https://www.bergfreunde.de/lowa-maddox-pro-gtx-lo-multisportschuhe/,Brand: Lowa. Product Name: Maddox Pro GTX Lo. Category: schuhe. Priced at 143.96 EUR with a 20.0% discount. This highly rated gear scored 4.3 out of 5 based on 9 customer reviews.
Kid's Trollfjord Hiker Low XT,Trollkids,"ab 52,47 €",52.47,74.95,29.99,3.8,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4133-0611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trollfjord-hiker-low-xt-multisportschuhe/,Brand: Trollkids. Product Name: Kid's Trollfjord Hiker Low XT. Category: schuhe. Priced at 52.47 EUR with a 29.99% discount. This highly rated gear scored 3.8 out of 5 based on 9 customer reviews.
Kid's Terrex AX4R Rain.RDY Mid,adidas Terrex,"ab 71,36 €",71.36,84.95,16.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3830-0511_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-kids-terrex-ax4r-rainrdy-mid-wanderschuhe/,Brand: adidas Terrex. Product Name: Kid's Terrex AX4R Rain.RDY Mid. Category: schuhe. Priced at 71.36 EUR with a 16.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Skychaser,adidas Terrex,"ab 116,16 €",116.16,139.95,17.0,4.3,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1290-0611_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-skychaser-multisportschuhe/,Brand: adidas Terrex. Product Name: Skychaser. Category: schuhe. Priced at 116.16 EUR with a 17.0% discount. This highly rated gear scored 4.3 out of 5 based on 3 customer reviews.
Maddox Pro GTX Lo SL,Lowa,"ab 149,36 €",149.36,179.95,17.0,4.8,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1353-0311_pic1_1.jpg,https://www.bergfreunde.de/lowa-maddox-pro-gtx-lo-sl-multisportschuhe/,Brand: Lowa. Product Name: Maddox Pro GTX Lo SL. Category: schuhe. Priced at 149.36 EUR with a 17.0% discount. This highly rated gear scored 4.8 out of 5 based on 8 customer reviews.
Cloudrunner 3,On,"ab 127,96 €",127.96,159.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2754-0311_pic1_1.jpg,https://www.bergfreunde.de/on-cloudrunner-3-runningschuhe/,Brand: On. Product Name: Cloudrunner 3. Category: schuhe. Priced at 127.96 EUR with a 20.0% discount. New release product with no customer feedback evaluations available yet.
Agravic Speed 2,adidas Terrex,"127,96 €",127.96,159.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2746-0311_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-agravic-speed-2-trailrunningschuhe/,Brand: adidas Terrex. Product Name: Agravic Speed 2. Category: schuhe. Priced at 127.96 EUR with a 20.0% discount. New release product with no customer feedback evaluations available yet.
Women's Aequilibrium Speed Woman GTX,La Sportiva,"293,66 €",293.66,329.95,11.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_120-0172-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-aequilibrium-speed-woman-gtx-bergschuhe/,Brand: La Sportiva. Product Name: Women's Aequilibrium Speed Woman GTX. Category: schuhe. Priced at 293.66 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
VL Court 3.0,adidas,"ab 48,97 €",48.97,69.95,29.99,4.9,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1414-1111_pic1_1.jpg,https://www.bergfreunde.de/adidas-vl-court-30-sneaker/,Brand: adidas. Product Name: VL Court 3.0. Category: schuhe. Priced at 48.97 EUR with a 29.99% discount. This highly rated gear scored 4.9 out of 5 based on 8 customer reviews.
Merino Quarter Tech Rib Mountains Socks,Stoic,"ab 13,08 €",13.08,22.95,43.01,4.8,66,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_201-7536-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-merino-quarter-tech-rib-mountains-socks-multifunktionssocken/,Brand: Stoic. Product Name: Merino Quarter Tech Rib Mountains Socks. Category: schuhe. Priced at 13.08 EUR with a 43.01% discount. This highly rated gear scored 4.8 out of 5 based on 66 customer reviews.
Kid's Wandax GTX Mid,Lowa,"ab 112,46 €",112.46,124.95,10.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-5123-0211_pic1_1.jpg,https://www.bergfreunde.de/lowa-kids-wandax-gtx-mid-wanderschuhe/,Brand: Lowa. Product Name: Kid's Wandax GTX Mid. Category: schuhe. Priced at 112.46 EUR with a 10.0% discount. New release product with no customer feedback evaluations available yet.
Bio Sandalia Enzimatico,Natural World,"ab 52,20 €",52.2,52.2,0.0,4.7,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0704-0111_pic1_1.jpg,https://www.bergfreunde.de/natural-world-bio-sandalia-enzimatico-sandalen/,Brand: Natural World. Product Name: Bio Sandalia Enzimatico. Category: schuhe. Priced at 52.2 EUR with a 0.0% discount. This highly rated gear scored 4.7 out of 5 based on 3 customer reviews.
Ultra Raptor 3 Mid GTX,La Sportiva,"ab 177,96 €",177.96,199.95,11.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1409-0311_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-ultra-raptor-3-mid-gtx-wanderschuhe/,Brand: La Sportiva. Product Name: Ultra Raptor 3 Mid GTX. Category: schuhe. Priced at 177.96 EUR with a 11.0% discount. New release product with no customer feedback evaluations available yet.
Vapor Glove 6 Boa,Merrell,"ab 103,96 €",103.96,129.95,20.0,3.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0711-0211_pic1_1.jpg,https://www.bergfreunde.de/merrell-vapor-glove-6-boa-barfussschuhe/,Brand: Merrell. Product Name: Vapor Glove 6 Boa. Category: schuhe. Priced at 103.96 EUR with a 20.0% discount. This highly rated gear scored 3.0 out of 5 based on 2 customer reviews.
Kid's Skanden Barefoot Hiker,Trollkids,"ab 38,47 €",38.47,54.95,29.99,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-5143-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-skanden-barefoot-hiker-barfussschuhe/,Brand: Trollkids. Product Name: Kid's Skanden Barefoot Hiker. Category: schuhe. Priced at 38.47 EUR with a 29.99% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Kid's Cloud Sky,On,"ab 99,56 €",99.56,119.95,17.0,5.0,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3186-1711_pic1_1.jpg,https://www.bergfreunde.de/on-kids-cloud-sky-sneaker/,Brand: On. Product Name: Kid's Cloud Sky. Category: schuhe. Priced at 99.56 EUR with a 17.0% discount. This highly rated gear scored 5.0 out of 5 based on 8 customer reviews.
Techamphibian 5,Salomon,"104,45 €",104.45,104.45,0.0,4.4,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_030-0113-0811_pic1_1.jpg,https://www.bergfreunde.de/salomon-techamphibian-5-wassersportschuhe/,Brand: Salomon. Product Name: Techamphibian 5. Category: schuhe. Priced at 104.45 EUR with a 0.0% discount. This highly rated gear scored 4.4 out of 5 based on 5 customer reviews.
Tatra II Wide Lady GTX,Hanwag,"ab 288,96 €",288.96,339.95,15.0,4.6,21,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0267-0111_pic1_1.jpg,https://www.bergfreunde.de/hanwag-tatra-ii-wide-lady-gtx-wanderschuhe/,Brand: Hanwag. Product Name: Tatra II Wide Lady GTX. Category: schuhe. Priced at 288.96 EUR with a 15.0% discount. This highly rated gear scored 4.6 out of 5 based on 21 customer reviews.
Women's Ravine H2,Keen,"ab 54,97 €",54.97,99.95,45.0,4.3,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0811-0111_pic1_1.jpg,https://www.bergfreunde.de/keen-womens-ravine-h2-sandalen/,Brand: Keen. Product Name: Women's Ravine H2. Category: schuhe. Priced at 54.97 EUR with a 45.0% discount. This highly rated gear scored 4.3 out of 5 based on 8 customer reviews.
Women's Alpargata Rope 2.0,TOMS,"ab 59,46 €",59.46,69.95,15.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0700-1411_pic1_1.jpg,https://www.bergfreunde.de/toms-womens-alpargata-rope-20-sneaker/,Brand: TOMS. Product Name: Women's Alpargata Rope 2.0. Category: schuhe. Priced at 59.46 EUR with a 15.0% discount. New release product with no customer feedback evaluations available yet.
Women's Old Blossom,Natural World,"ab 46,71 €",46.71,54.95,15.0,3.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0720-0411_pic1_1.jpg,https://www.bergfreunde.de/natural-world-womens-old-blossom-sneaker/,Brand: Natural World. Product Name: Women's Old Blossom. Category: schuhe. Priced at 46.71 EUR with a 15.0% discount. This highly rated gear scored 3.0 out of 5 based on 1 customer reviews.
G2 Evo,La Sportiva,"839,95 €",839.95,839.95,0.0,4.8,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0214-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-g2-evo-expeditionsschuhe/,Brand: La Sportiva. Product Name: G2 Evo. Category: schuhe. Priced at 839.95 EUR with a 0.0% discount. This highly rated gear scored 4.8 out of 5 based on 5 customer reviews.
Lone Peak 9+ GTX,Altra,"169,95 €",169.95,169.95,0.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2616-0211_pic1_1.jpg,https://www.bergfreunde.de/altra-lone-peak-9-gtx-trailrunningschuhe/,Brand: Altra. Product Name: Lone Peak 9+ GTX. Category: schuhe. Priced at 169.95 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Innox Pro GTX Mid,Lowa,"ab 165,96 €",165.96,199.95,17.0,4.1,37,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1116-0311_pic1_1.jpg,https://www.bergfreunde.de/lowa-innox-pro-gtx-mid-wanderschuhe/,Brand: Lowa. Product Name: Innox Pro GTX Mid. Category: schuhe. Priced at 165.96 EUR with a 17.0% discount. This highly rated gear scored 4.1 out of 5 based on 37 customer reviews.
Women's Timp 6,Altra,"ab 135,96 €",135.96,169.95,20.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2270-0211_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-timp-6-trailrunningschuhe/,Brand: Altra. Product Name: Women's Timp 6. Category: schuhe. Priced at 135.96 EUR with a 20.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
Women's Aequilibrium Hike GTX,La Sportiva,"ab 201,56 €",201.56,239.95,16.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0844-0511_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-aequilibrium-hike-gtx-wanderschuhe/,Brand: La Sportiva. Product Name: Women's Aequilibrium Hike GTX. Category: schuhe. Priced at 201.56 EUR with a 16.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
XA Pro 3D V9 GTX,Salomon,"ab 144,46 €",144.46,169.95,15.0,4.8,14,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-0949-1211_pic1_1.jpg,https://www.bergfreunde.de/salomon-xa-pro-3d-v9-gtx-multisportschuhe/,Brand: Salomon. Product Name: XA Pro 3D V9 GTX. Category: schuhe. Priced at 144.46 EUR with a 15.0% discount. This highly rated gear scored 4.8 out of 5 based on 14 customer reviews.
Kid's Lysefjord Sandal,Trollkids,"34,95 €",34.95,34.95,0.0,3.5,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3176-0211_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-lysefjord-sandal-sandalen/,Brand: Trollkids. Product Name: Kid's Lysefjord Sandal. Category: schuhe. Priced at 34.95 EUR with a 0.0% discount. This highly rated gear scored 3.5 out of 5 based on 2 customer reviews.
Kid's Sirdal Hiker Low,Trollkids,"ab 49,16 €",49.16,59.95,18.0,4.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4128-0311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-sirdal-hiker-low-multisportschuhe/,Brand: Trollkids. Product Name: Kid's Sirdal Hiker Low. Category: schuhe. Priced at 49.16 EUR with a 18.0% discount. This highly rated gear scored 4.0 out of 5 based on 2 customer reviews.
Torin 8,Altra,"127,96 €",127.96,159.95,20.0,4.8,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2008-0811_pic1_1.jpg,https://www.bergfreunde.de/altra-torin-8-runningschuhe/,Brand: Altra. Product Name: Torin 8. Category: schuhe. Priced at 127.96 EUR with a 20.0% discount. This highly rated gear scored 4.8 out of 5 based on 6 customer reviews.
Levi Hemp,Grand Step Shoes,"ab 109,20 €",109.2,109.2,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-1030-0311_pic1_1.jpg,https://www.bergfreunde.de/grand-step-shoes-levi-hemp-sandalen/,Brand: Grand Step Shoes. Product Name: Levi Hemp. Category: schuhe. Priced at 109.2 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Kid's Bergen Sandal,Trollkids,"39,95 €",39.95,39.95,0.0,4.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3172-0211_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-bergen-sandal-sandalen/,Brand: Trollkids. Product Name: Kid's Bergen Sandal. Category: schuhe. Priced at 39.95 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 2 customer reviews.
Sneaker Addict,Joe Nimble,"ab 152,11 €",152.11,178.95,15.0,5.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1875-0311_pic1_1.jpg,https://www.bergfreunde.de/joe-nimble-sneaker-addict-sneaker/,Brand: Joe Nimble. Product Name: Sneaker Addict. Category: schuhe. Priced at 152.11 EUR with a 15.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Kid's Stavanger Sandal XT,Trollkids,"37,95 €",37.95,37.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4132-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-stavanger-sandal-xt-sandalen/,Brand: Trollkids. Product Name: Kid's Stavanger Sandal XT. Category: schuhe. Priced at 37.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's Solo Slim,Source,"ab 71,20 €",71.2,71.2,0.0,4.5,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1018-0311_pic1_1.jpg,https://www.bergfreunde.de/source-womens-solo-slim-sandalen/,Brand: Source. Product Name: Women's Solo Slim. Category: schuhe. Priced at 71.2 EUR with a 0.0% discount. This highly rated gear scored 4.5 out of 5 based on 6 customer reviews.
Kid's Bergen Hiker,Trollkids,"ab 27,47 €",27.47,49.95,45.01,4.0,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4123-0711_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-bergen-hiker-barfussschuhe/,Brand: Trollkids. Product Name: Kid's Bergen Hiker. Category: schuhe. Priced at 27.47 EUR with a 45.01% discount. This highly rated gear scored 4.0 out of 5 based on 5 customer reviews.
Women's SylvaHe. Leather Cork Sandal,Heber Peak,"34,98 €",34.98,69.95,49.99,4.5,15,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1259-0211_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-sylvahe-leather-cork-sandal-sandalen/,Brand: Heber Peak. Product Name: Women's SylvaHe. Leather Cork Sandal. Category: schuhe. Priced at 34.98 EUR with a 49.99% discount. This highly rated gear scored 4.5 out of 5 based on 15 customer reviews.
Women's Himmerland,Duckfeet,"ab 169,11 €",169.11,198.95,15.0,4.4,17,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0177-0711_pic1_1.jpg,https://www.bergfreunde.de/duckfeet-womens-himmerland-freizeitschuhe/,Brand: Duckfeet. Product Name: Women's Himmerland. Category: schuhe. Priced at 169.11 EUR with a 15.0% discount. This highly rated gear scored 4.4 out of 5 based on 17 customer reviews.
Women's Terra GTX,Scarpa,"191,36 €",191.36,219.95,13.0,4.9,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0621-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-womens-terra-gtx-wanderschuhe/,Brand: Scarpa. Product Name: Women's Terra GTX. Category: schuhe. Priced at 191.36 EUR with a 13.0% discount. This highly rated gear scored 4.9 out of 5 based on 8 customer reviews.
Quest 5 GORE-TEX,Salomon,"ab 184,76 €",184.76,219.95,16.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1400-0311_pic1_1.jpg,https://www.bergfreunde.de/salomon-quest-5-gore-tex-wanderschuhe/,Brand: Salomon. Product Name: Quest 5 GORE-TEX. Category: schuhe. Priced at 184.76 EUR with a 16.0% discount. New release product with no customer feedback evaluations available yet.
Timp 6 Mid GTX,Altra,"ab 169,96 €",169.96,199.95,15.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1339-0211_pic1_1.jpg,https://www.bergfreunde.de/altra-timp-6-mid-gtx-wanderschuhe/,Brand: Altra. Product Name: Timp 6 Mid GTX. Category: schuhe. Priced at 169.96 EUR with a 15.0% discount. New release product with no customer feedback evaluations available yet.
Terrar Knit,Doghammer,"ab 118,96 €",118.96,139.95,15.0,4.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0805-0111_pic1_1.jpg,https://www.bergfreunde.de/doghammer-terrar-knit-barfussschuhe/,Brand: Doghammer. Product Name: Terrar Knit. Category: schuhe. Priced at 118.96 EUR with a 15.0% discount. This highly rated gear scored 4.0 out of 5 based on 3 customer reviews.
S/Lab Ultra Glide 2,Salomon,"209,96 €",209.96,249.95,16.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-3024-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-s-lab-ultra-glide-2-trailrunningschuhe/,Brand: Salomon. Product Name: S/Lab Ultra Glide 2. Category: schuhe. Priced at 209.96 EUR with a 16.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Hayatsuki GTX,AKU,"ab 386,96 €",386.96,429.95,10.0,4.6,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0196-0211_pic1_1.jpg,https://www.bergfreunde.de/aku-hayatsuki-gtx-bergschuhe/,Brand: AKU. Product Name: Hayatsuki GTX. Category: schuhe. Priced at 386.96 EUR with a 10.0% discount. This highly rated gear scored 4.6 out of 5 based on 5 customer reviews.
Women's Ariana,Koel,"84,95 €",84.95,84.95,0.0,4.6,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1014-0211_pic1_1.jpg,https://www.bergfreunde.de/koel-womens-ariana-sandalen/,Brand: Koel. Product Name: Women's Ariana. Category: schuhe. Priced at 84.95 EUR with a 0.0% discount. This highly rated gear scored 4.6 out of 5 based on 5 customer reviews.
SeapineHe. Water Shoes,Heber Peak,"9,98 €",9.98,19.95,49.97,4.1,22,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_130-0126-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-seapinehe-water-shoes-wassersportschuhe/,Brand: Heber Peak. Product Name: SeapineHe. Water Shoes. Category: schuhe. Priced at 9.98 EUR with a 49.97% discount. This highly rated gear scored 4.1 out of 5 based on 22 customer reviews.
Francie II Suede 3.0,Koel,"119,95 €",119.95,119.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0978-0111_pic1_1.jpg,https://www.bergfreunde.de/koel-francie-ii-suede-30-barfussschuhe/,Brand: Koel. Product Name: Francie II Suede 3.0. Category: schuhe. Priced at 119.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
XC703,Shimano,"199,96 €",199.96,249.95,20.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_036-1257-0111_pic1_1.jpg,https://www.bergfreunde.de/shimano-xc703-radschuhe/,Brand: Shimano. Product Name: XC703. Category: schuhe. Priced at 199.96 EUR with a 20.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Women's Newport H2,Keen,"101,96 €",101.96,119.95,15.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0712-0411_pic1_1.jpg,https://www.bergfreunde.de/keen-womens-newport-h2-sandalen/,Brand: Keen. Product Name: Women's Newport H2. Category: schuhe. Priced at 101.96 EUR with a 15.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Kopec GTX,Arc'teryx,"158,36 €",158.36,179.95,12.0,5.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1356-0711_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-kopec-gtx-multisportschuhe/,Brand: Arc'teryx. Product Name: Kopec GTX. Category: schuhe. Priced at 158.36 EUR with a 12.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Rapid XT Mid GTX,Scarpa,"173,96 €",173.96,199.95,13.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0427-0211_pic1_1.jpg,https://www.bergfreunde.de/scarpa-rapid-xt-mid-gtx-approachschuhe/,Brand: Scarpa. Product Name: Rapid XT Mid GTX. Category: schuhe. Priced at 173.96 EUR with a 13.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Women's Fran Vali,Plakton,"ab 61,70 €",61.7,61.7,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1527-0311_pic1_1.jpg,https://www.bergfreunde.de/plakton-womens-fran-vali-sandalen/,Brand: Plakton. Product Name: Women's Fran Vali. Category: schuhe. Priced at 61.7 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's Escalante 4,Altra,"ab 111,96 €",111.96,139.95,20.0,4.3,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1521-0511_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-escalante-4-runningschuhe/,Brand: Altra. Product Name: Women's Escalante 4. Category: schuhe. Priced at 111.96 EUR with a 20.0% discount. This highly rated gear scored 4.3 out of 5 based on 7 customer reviews.
Extegra,Salomon,"79,96 €",79.96,99.95,20.0,5.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1311-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-extegra-multisportschuhe/,Brand: Salomon. Product Name: Extegra. Category: schuhe. Priced at 79.96 EUR with a 20.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Kid's Original Universal,Teva,"ab 47,45 €",47.45,47.45,0.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-1627-1311_pic1_1.jpg,https://www.bergfreunde.de/teva-kids-original-universal-sandalen/,Brand: Teva. Product Name: Kid's Original Universal. Category: schuhe. Priced at 47.45 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Offroad Yucatan Sandal,Ecco,"ab 113,95 €",113.95,113.95,0.0,4.6,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0155-1511_pic1_1.jpg,https://www.bergfreunde.de/ecco-offroad-yucatan-sandal-sandalen/,Brand: Ecco. Product Name: Offroad Yucatan Sandal. Category: schuhe. Priced at 113.95 EUR with a 0.0% discount. This highly rated gear scored 4.6 out of 5 based on 9 customer reviews.
MTN Trainer Mid GTX,Salewa,"ab 207,46 €",207.46,249.95,17.0,4.5,44,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0002-0511_pic1_1.jpg,https://www.bergfreunde.de/salewa-mtn-trainer-mid-gtx-wanderschuhe/,Brand: Salewa. Product Name: MTN Trainer Mid GTX. Category: schuhe. Priced at 207.46 EUR with a 17.0% discount. This highly rated gear scored 4.5 out of 5 based on 44 customer reviews.
Rush Mid 2 GTX,Scarpa,"167,96 €",167.96,209.95,20.0,3.9,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0785-0211_pic1_1.jpg,https://www.bergfreunde.de/scarpa-rush-mid-2-gtx-wanderschuhe/,Brand: Scarpa. Product Name: Rush Mid 2 GTX. Category: schuhe. Priced at 167.96 EUR with a 20.0% discount. This highly rated gear scored 3.9 out of 5 based on 8 customer reviews.
Women's Bornholm,Duckfeet,"113,00 €",113.0,113.0,0.0,4.1,20,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0176-0711_pic1_1.jpg,https://www.bergfreunde.de/duckfeet-womens-bornholm-sandalen/,Brand: Duckfeet. Product Name: Women's Bornholm. Category: schuhe. Priced at 113.0 EUR with a 0.0% discount. This highly rated gear scored 4.1 out of 5 based on 20 customer reviews.
Terra GTX,Scarpa,"191,36 €",191.36,219.95,13.0,4.6,19,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0402-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-terra-gtx-wanderschuhe/,Brand: Scarpa. Product Name: Terra GTX. Category: schuhe. Priced at 191.36 EUR with a 13.0% discount. This highly rated gear scored 4.6 out of 5 based on 19 customer reviews.
Mojito Trail GTX Suede,Scarpa,"ab 176,65 €",176.65,176.65,0.0,4.5,37,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-0679-0311_pic1_1.jpg,https://www.bergfreunde.de/scarpa-mojito-trail-gtx-suede-multisportschuhe/,Brand: Scarpa. Product Name: Mojito Trail GTX Suede. Category: schuhe. Priced at 176.65 EUR with a 0.0% discount. This highly rated gear scored 4.5 out of 5 based on 37 customer reviews.
